episode_name,o2o-iql_episode_reward_mean,o2o-iql_episode_reward_std,o2o-iql_episode_length_mean,o2o-iql_episode_length_std,o2o-iql_vehicle_count_mean,o2o-iql_vehicle_count_std,o2o-iql_total_waiting_time_mean,o2o-iql_total_waiting_time_std,o2o-iql_mean_waiting_time_mean,o2o-iql_mean_waiting_time_std,o2o-iql_p95_waiting_time_mean,o2o-iql_p95_waiting_time_std,o2o-iql_max_waiting_time_mean,o2o-iql_max_waiting_time_std,o2o-iql_cv_load_imbalance_mean,o2o-iql_cv_load_imbalance_std,ppo_episode_reward_mean,ppo_episode_reward_std,ppo_episode_length_mean,ppo_episode_length_std,ppo_vehicle_count_mean,ppo_vehicle_count_std,ppo_total_waiting_time_mean,ppo_total_waiting_time_std,ppo_mean_waiting_time_mean,ppo_mean_waiting_time_std,ppo_p95_waiting_time_mean,ppo_p95_waiting_time_std,ppo_max_waiting_time_mean,ppo_max_waiting_time_std,ppo_cv_load_imbalance_mean,ppo_cv_load_imbalance_std,eoi_episode_reward_mean,eoi_episode_reward_std,eoi_episode_length_mean,eoi_episode_length_std,eoi_vehicle_count_mean,eoi_vehicle_count_std,eoi_total_waiting_time_mean,eoi_total_waiting_time_std,eoi_mean_waiting_time_mean,eoi_mean_waiting_time_std,eoi_p95_waiting_time_mean,eoi_p95_waiting_time_std,eoi_max_waiting_time_mean,eoi_max_waiting_time_std,eoi_cv_load_imbalance_mean,eoi_cv_load_imbalance_std,all-no-split_episode_reward_mean,all-no-split_episode_reward_std,all-no-split_episode_length_mean,all-no-split_episode_length_std,all-no-split_vehicle_count_mean,all-no-split_vehicle_count_std,all-no-split_total_waiting_time_mean,all-no-split_total_waiting_time_std,all-no-split_mean_waiting_time_mean,all-no-split_mean_waiting_time_std,all-no-split_p95_waiting_time_mean,all-no-split_p95_waiting_time_std,all-no-split_max_waiting_time_mean,all-no-split_max_waiting_time_std,all-no-split_cv_load_imbalance_mean,all-no-split_cv_load_imbalance_std,greedy-split_episode_reward_mean,greedy-split_episode_reward_std,greedy-split_episode_length_mean,greedy-split_episode_length_std,greedy-split_vehicle_count_mean,greedy-split_vehicle_count_std,greedy-split_total_waiting_time_mean,greedy-split_total_waiting_time_std,greedy-split_mean_waiting_time_mean,greedy-split_mean_waiting_time_std,greedy-split_p95_waiting_time_mean,greedy-split_p95_waiting_time_std,greedy-split_max_waiting_time_mean,greedy-split_max_waiting_time_std,greedy-split_cv_load_imbalance_mean,greedy-split_cv_load_imbalance_std,station-assignment_episode_reward_mean,station-assignment_episode_reward_std,station-assignment_episode_length_mean,station-assignment_episode_length_std,station-assignment_vehicle_count_mean,station-assignment_vehicle_count_std,station-assignment_total_waiting_time_mean,station-assignment_total_waiting_time_std,station-assignment_mean_waiting_time_mean,station-assignment_mean_waiting_time_std,station-assignment_p95_waiting_time_mean,station-assignment_p95_waiting_time_std,station-assignment_max_waiting_time_mean,station-assignment_max_waiting_time_std,station-assignment_cv_load_imbalance_mean,station-assignment_cv_load_imbalance_std
episode_0000.csv,-17732.700171442528,906.8081534409483,436.0,0.0,436.0,0.0,17732.70019263029,906.8081802306215,40.671330261230466,2.079834442009603,111.72426300048828,9.184549766529207,150.50829010009767,14.988751282667954,0.31127469758285353,0.027948435383536682,-21860.068294715882,1495.8736684547137,436.0,0.0,436.0,0.0,21860.068281459808,1495.8735504458746,50.137770080566405,3.430903500294182,121.90009307861328,13.94792445182698,148.0916259765625,23.949972521740975,0.3477776442710119,0.02471461072957016,-23749.170226547736,0.0,436.0,0.0,436.0,0.0,23749.17022654774,0.0,54.47057342529297,0.0,153.5,0.0,196.1194305419922,0.0,0.43294049215978786,0.0,-23442.0,0.0,436.0,0.0,436.0,0.0,23442.0,0.0,53.766056060791016,0.0,153.25,0.0,192.0,0.0,0.4292163727130897,0.0,-19427.76760228392,0.0,436.0,0.0,436.0,0.0,19427.76760228392,0.0,44.55910110473633,0.0,113.37721252441406,0.0,147.5,0.0,0.24219447397162205,0.0,-19576.0,0.0,436.0,0.0,436.0,0.0,19576.0,0.0,44.89908218383789,0.0,130.0,0.0,173.0,0.0,0.32828094472159763,0.0
episode_0001.csv,-9001.228599852959,1003.6699706923431,301.0,0.0,301.0,0.0,9001.228600913286,1003.669955363883,29.904413604736327,3.3344520062064955,117.33000030517579,21.49100878279586,133.25617370605468,19.976967165167334,0.5596791336723931,0.03289460410184429,-11357.291771614551,959.5598193156613,301.0,0.0,301.0,0.0,11357.291764354706,959.5598363696485,37.73186569213867,3.1879075540408515,154.88999938964844,33.502812367737924,168.05599975585938,32.16162549470901,0.6058020834610816,0.046927710869892114,-11869.352246772387,0.0,301.0,0.0,301.0,0.0,11869.352246772387,0.0,39.43306350708008,0.0,189.0,0.0,196.0,0.0,0.6672723796507004,0.0,-12200.0,0.0,301.0,0.0,301.0,0.0,12200.0,0.0,40.53156280517578,0.0,195.0,0.0,205.0,0.0,0.675542471288046,0.0,-9334.392666125621,0.0,301.0,0.0,301.0,0.0,9334.392666125621,0.0,31.01127052307129,0.0,119.0,0.0,140.5,0.0,0.4500868513234906,0.0,-9097.0,0.0,301.0,0.0,301.0,0.0,9097.0,0.0,30.222591400146484,0.0,126.0,0.0,146.0,0.0,0.539472565017922,0.0
episode_0002.csv,-12588.39107539461,2407.115083704278,384.0,0.0,384.0,0.0,12588.391052208095,2407.115089671022,32.78226776123047,6.268528452917745,168.63937377929688,39.25447158170195,193.9244384765625,44.3814134926716,0.617053636421329,0.06963000625084803,-15800.239103916287,1767.4619620118262,384.0,0.0,384.0,0.0,15800.239095913432,1767.4619550735995,41.146454620361325,4.602766623091429,187.60097961425782,27.902405754905576,208.84866638183593,33.24409232504807,0.6283130110663039,0.05118103333056672,-17666.188717245164,0.0,384.0,0.0,384.0,0.0,17666.18871724516,0.0,46.00570297241211,0.0,249.55001831054688,0.0,292.0,0.0,0.7564418528659845,0.0,-17974.0,0.0,384.0,0.0,384.0,0.0,17974.0,0.0,46.80729293823242,0.0,252.85000610351562,0.0,292.0,0.0,0.7632552654323368,0.0,-11231.293608888538,0.0,384.0,0.0,384.0,0.0,11231.293608888534,0.0,29.24816131591797,0.0,143.0,0.0,168.5,0.0,0.4697990658193746,0.0,-11194.0,0.0,384.0,0.0,384.0,0.0,11194.0,0.0,29.15104103088379,0.0,143.95004272460938,0.0,182.0,0.0,0.5752861851715436,0.0
episode_0003.csv,-27.49947090300789,12.579089741024944,224.0,0.0,224.0,0.0,27.499470908939838,12.5790898174273,0.12276549711823463,0.05615665130324507,0.7543555796146393,0.7620676894635693,5.114621019363403,1.6732659610860663,0.26029560286607833,0.04794935221671217,-352.41826090216637,282.90749580334517,224.0,0.0,224.0,0.0,352.4182576537132,282.90748936181336,1.573295772075653,1.2629798634030087,10.965641593933105,5.990118120785401,22.224534797668458,5.179821806296975,0.3495479185811585,0.07686266817996777,-215.05,0.0,224.0,0.0,224.0,0.0,215.05,0.0,0.9600446820259094,0.0,7.1699981689453125,0.0,23.0,0.0,0.2806400088832231,0.0,-252.0,0.0,224.0,0.0,224.0,0.0,252.0,0.0,1.125,0.0,10.549972534179688,0.0,23.0,0.0,0.30202480661094333,0.0,-237.5,0.0,224.0,0.0,224.0,0.0,237.5,0.0,1.0602678060531616,0.0,10.549972534179688,0.0,23.0,0.0,0.2566751146529135,0.0,-252.0,0.0,224.0,0.0,224.0,0.0,252.0,0.0,1.125,0.0,10.549972534179688,0.0,23.0,0.0,0.30202480661094333,0.0
episode_0004.csv,-1685.5745525882537,324.56870705981123,304.0,0.0,304.0,0.0,1685.574550317228,324.56870539831226,5.544653224945068,1.0676603052672282,25.642253875732422,3.9312591367664056,40.41040954589844,5.1179016415249245,0.3075979671251767,0.028938916742729144,-3478.1947353474798,474.396306855016,304.0,0.0,304.0,0.0,3478.1947362378705,474.39630410929067,11.441429901123048,1.5605141293135014,45.182000732421876,7.323602250788153,64.87506790161133,5.372951979635267,0.34016652612912374,0.04344476081420379,-4065.415857652144,0.0,304.0,0.0,304.0,0.0,4065.415857652144,0.0,13.373078346252441,0.0,52.909584045410156,0.0,69.49427795410156,0.0,0.33873776829481367,0.0,-3856.0,0.0,304.0,0.0,304.0,0.0,3856.0,0.0,12.684210777282715,0.0,50.850006103515625,0.0,69.0,0.0,0.3162393045360258,0.0,-3173.1447396062194,0.0,304.0,0.0,304.0,0.0,3173.1447396062194,0.0,10.437975883483887,0.0,38.0,0.0,46.0,0.0,0.19392409713234054,0.0,-3856.0,0.0,304.0,0.0,304.0,0.0,3856.0,0.0,12.684210777282715,0.0,50.850006103515625,0.0,69.0,0.0,0.3162393045360258,0.0
episode_0005.csv,-916.0810977319717,245.97658778197354,204.0,0.0,204.0,0.0,916.0810950450599,245.9765862268117,4.490593671798706,1.2057674519361932,27.38699607849121,5.574850198388753,35.83360252380371,7.914130737488961,0.43573502291407074,0.11310469562928747,-4818.655912303924,1800.0453695291674,204.0,0.0,204.0,0.0,4818.655913442373,1800.0453682581965,23.620862197875976,8.823751661777955,113.93749923706055,42.43805383068319,123.46000061035156,44.44059440345751,0.80929472918698,0.1597177986855346,-6168.1,0.0,204.0,0.0,204.0,0.0,6168.1,0.0,30.23578453063965,0.0,161.0,0.0,178.0,0.0,0.9904307375823848,0.0,-6792.0,0.0,204.0,0.0,204.0,0.0,6792.0,0.0,33.29411697387695,0.0,169.0,0.0,184.0,0.0,1.0677196938415785,0.0,-3819.215541732248,0.0,204.0,0.0,204.0,0.0,3819.2155417322474,0.0,18.72164535522461,0.0,83.84999084472656,0.0,88.5,0.0,0.6149154209496912,0.0,-2145.0,0.0,204.0,0.0,204.0,0.0,2145.0,0.0,10.514705657958984,0.0,62.0,0.0,83.0,0.0,0.6449575245834415,0.0
episode_0006.csv,-10.148743027653518,9.115539448662815,116.0,0.0,116.0,0.0,10.148743224143981,9.115539638360033,0.08748916890472173,0.07858224211430233,0.0,0.0,5.873899126052857,4.4611569177123,0.38643249858288,0.027439556890825452,-34.189630794525144,14.141958083007193,116.0,0.0,116.0,0.0,34.189630794525144,14.141958083007193,0.2947382003068924,0.12191343698065887,0.04740769863128662,0.09481539726257324,11.6,3.006659275674582,0.4344998852506479,0.01998278799423198,-45.0,0.0,116.0,0.0,116.0,0.0,45.0,0.0,0.38793104887008667,0.0,0.0,0.0,14.0,0.0,0.4092381574667908,0.0,-45.0,0.0,116.0,0.0,116.0,0.0,45.0,0.0,0.38793104887008667,0.0,0.0,0.0,14.0,0.0,0.4172078673121232,0.0,-45.0,0.0,116.0,0.0,116.0,0.0,45.0,0.0,0.38793104887008667,0.0,0.0,0.0,14.0,0.0,0.41527821868448056,0.0,-45.0,0.0,116.0,0.0,116.0,0.0,45.0,0.0,0.38793104887008667,0.0,0.0,0.0,14.0,0.0,0.4172078673121232,0.0
episode_0007.csv,-8788.878765472009,575.8374444292891,469.0,0.0,469.0,0.0,8788.878770466987,575.8374477073519,18.739613342285157,1.2277979371635024,78.99000091552735,4.201623815184835,103.0,8.597500742218866,0.309060132798373,0.018478817791731595,-9249.987088850141,226.40129550605238,469.0,0.0,469.0,0.0,9249.987097756564,226.40131038802656,19.72278709411621,0.48273249050395756,89.36003723144532,22.929709576146195,112.30632781982422,28.497343530714012,0.3392459759940203,0.010084974101555155,-10287.72259682566,0.0,469.0,0.0,469.0,0.0,10287.722596825657,0.0,21.935441970825195,0.0,111.16002655029297,0.0,141.39999389648438,0.0,0.40689153844141157,0.0,-9375.0,0.0,469.0,0.0,469.0,0.0,9375.0,0.0,19.98933982849121,0.0,115.20004272460938,0.0,144.0,0.0,0.36119742387302833,0.0,-6494.75796716361,0.0,469.0,0.0,469.0,0.0,6494.757967163612,0.0,13.848097801208496,0.0,69.0,0.0,89.5,0.0,0.1707557279153919,0.0,-6283.0,0.0,469.0,0.0,469.0,0.0,6283.0,0.0,13.396588325500488,0.0,67.80001831054688,0.0,95.0,0.0,0.22418711221082172,0.0
episode_0008.csv,-3156.8695980331795,133.55655380819297,265.0,0.0,265.0,0.0,3156.8695987060664,133.55655258137426,11.912715339660645,0.5039866859638935,42.276205444335936,2.5181915935886043,60.33999938964844,5.573364534671101,0.21823599474189442,0.006888208149146369,-3564.9191631749272,456.03103930017704,265.0,0.0,265.0,0.0,3564.9191605642436,456.03103973542505,13.452525329589843,1.7208716873184868,44.15420227050781,6.720882830284172,62.08384017944336,13.895925715795222,0.25518993028909936,0.014636098919641379,-3860.1473291520865,0.0,265.0,0.0,265.0,0.0,3860.147329152086,0.0,14.566594123840332,0.0,50.0,0.0,76.0,0.0,0.2597387031545723,0.0,-3974.0,0.0,265.0,0.0,265.0,0.0,3974.0,0.0,14.99622631072998,0.0,50.0,0.0,78.0,0.0,0.25395295424901165,0.0,-3397.3288855846563,0.0,265.0,0.0,265.0,0.0,3397.3288855846567,0.0,12.820109367370605,0.0,40.600006103515625,0.0,52.0,0.0,0.18289819661887977,0.0,-3799.0,0.0,265.0,0.0,265.0,0.0,3799.0,0.0,14.335848808288574,0.0,49.0,0.0,78.0,0.0,0.23472980449798667,0.0
episode_0009.csv,-3390.6926271888947,467.7703653620796,388.0,0.0,388.0,0.0,3390.692624549009,467.77036652458,8.73889856338501,1.2055939436775096,54.91100006103515,10.428200599561338,74.96999969482422,10.706241658454152,0.4167379572042442,0.03012726639978845,-3076.3532529383897,871.5910164034809,388.0,0.0,388.0,0.0,3076.3532492771747,871.5910194163334,7.928745079040527,2.24636837784462,48.28702507019043,19.337120300651236,61.98000030517578,23.843020807165768,0.4190127178936821,0.028520087532864523,-3584.7084416835264,0.0,388.0,0.0,388.0,0.0,3584.708441683526,0.0,9.23893928527832,0.0,63.54499053955078,0.0,83.0,0.0,0.45732808321546875,0.0,-3897.0,0.0,388.0,0.0,388.0,0.0,3897.0,0.0,10.043814659118652,0.0,65.64999389648438,0.0,86.0,0.0,0.45366929543673035,0.0,-2178.5,0.0,388.0,0.0,388.0,0.0,2178.5,0.0,5.614690780639648,0.0,34.0,0.0,41.0,0.0,0.2459698724268272,0.0,-2380.0,0.0,388.0,0.0,388.0,0.0,2380.0,0.0,6.134020805358887,0.0,35.649993896484375,0.0,53.0,0.0,0.3147807533291388,0.0
episode_0010.csv,-197.94743861839143,76.73279133113807,146.0,0.0,146.0,0.0,197.94743884801863,76.73279123564149,1.3558043837547302,0.525567063204932,11.327499961853027,4.671592443345855,16.886481094360352,4.495774856353109,0.694268253289906,0.021107079302043828,-236.56237771511078,139.04797824583005,146.0,0.0,146.0,0.0,236.56237771511078,139.04797824583005,1.6202902019023895,0.9523833774501376,13.475,8.00328057736326,19.8,10.047885349664377,0.7326297452753391,0.06320575541446823,-274.6,0.0,146.0,0.0,146.0,0.0,274.6,0.0,1.880821943283081,0.0,13.0,0.0,23.0,0.0,0.7474573458703783,0.0,-350.0,0.0,146.0,0.0,146.0,0.0,350.0,0.0,2.3972601890563965,0.0,20.0,0.0,28.0,0.0,0.7837348832828596,0.0,-234.5,0.0,146.0,0.0,146.0,0.0,234.5,0.0,1.6061643362045288,0.0,13.0,0.0,16.0,0.0,0.6802615947610867,0.0,-350.0,0.0,146.0,0.0,146.0,0.0,350.0,0.0,2.3972601890563965,0.0,20.0,0.0,28.0,0.0,0.7837348832828596,0.0
episode_0011.csv,-2528.893434877598,212.43088421854415,269.0,0.0,269.0,0.0,2528.893431481719,212.43088159243246,9.401090812683105,0.7897057271570163,43.95894165039063,3.423592985321145,57.45,5.056975017006959,0.3357559355747399,0.019204380380321257,-2778.368810763955,508.55286436152403,269.0,0.0,269.0,0.0,2778.3688090413807,508.5528653560467,10.328508567810058,1.890531279699068,48.097999572753906,8.54763188046358,59.186231231689455,11.284020706730198,0.3841070815729057,0.017821500742107924,-3363.512720290768,0.0,269.0,0.0,269.0,0.0,3363.512720290768,0.0,12.503765106201172,0.0,57.0,0.0,71.0,0.0,0.4171333166260128,0.0,-3244.0,0.0,269.0,0.0,269.0,0.0,3244.0,0.0,12.059479713439941,0.0,56.59999084472656,0.0,71.0,0.0,0.40461895160884626,0.0,-2612.284057997933,0.0,269.0,0.0,269.0,0.0,2612.284057997933,0.0,9.71109390258789,0.0,41.0,0.0,51.0,0.0,0.2770147880477847,0.0,-2972.0,0.0,269.0,0.0,269.0,0.0,2972.0,0.0,11.048327445983887,0.0,53.59999084472656,0.0,71.0,0.0,0.36930272684542703,0.0
episode_0012.csv,-55.63382130140649,90.68927631624054,126.0,0.0,126.0,0.0,55.633821439743045,90.68927661925005,0.44153827279806135,0.7197561742406879,3.7,7.4,8.490000009536743,10.926591412218382,0.36983986574890015,0.060749462405774,-177.85750923156738,106.64520228735825,126.0,0.0,126.0,0.0,177.8575093269348,106.6452021637104,1.4115675330162047,0.8463905061298185,11.894999980926514,7.477405990384591,28.310000038146974,15.393972798812483,0.5012860710226491,0.05437742297353104,-192.25,0.0,126.0,0.0,126.0,0.0,192.25,0.0,1.5257936716079712,0.0,15.125,0.0,18.0,0.0,0.4921350359679551,0.0,-266.0,0.0,126.0,0.0,126.0,0.0,266.0,0.0,2.1111111640930176,0.0,18.0,0.0,42.0,0.0,0.5435481903480838,0.0,-233.0,0.0,126.0,0.0,126.0,0.0,233.0,0.0,1.8492063283920288,0.0,18.0,0.0,25.5,0.0,0.4466984080563063,0.0,-266.0,0.0,126.0,0.0,126.0,0.0,266.0,0.0,2.1111111640930176,0.0,18.0,0.0,42.0,0.0,0.5435481903480838,0.0
episode_0013.csv,-1794.9038166134642,642.6265545358906,240.0,0.0,240.0,0.0,1794.9038192510604,642.6265500466976,7.478765964508057,2.6776108539847288,44.62219085693359,21.51553245972838,54.28000030517578,21.184371294277042,0.6329036232144694,0.03878791019263162,-2584.5678583458066,953.0654620148957,240.0,0.0,240.0,0.0,2584.567857222259,953.0654604393892,10.769032859802246,3.9711059851505572,63.01299896240234,29.332639637481112,71.34000015258789,30.288320994498385,0.6688286395002188,0.06960946296142483,-3180.0,0.0,240.0,0.0,240.0,0.0,3180.0,0.0,13.25,0.0,87.05000305175781,0.0,97.0,0.0,0.7232130300471507,0.0,-3415.0,0.0,240.0,0.0,240.0,0.0,3415.0,0.0,14.229166984558105,0.0,92.0,0.0,102.0,0.0,0.7376465167030635,0.0,-1511.5,0.0,240.0,0.0,240.0,0.0,1511.5,0.0,6.297916889190674,0.0,35.525001525878906,0.0,43.5,0.0,0.51812299761689,0.0,-1961.0,0.0,240.0,0.0,240.0,0.0,1961.0,0.0,8.170833587646484,0.0,57.100006103515625,0.0,72.0,0.0,0.5977827954641061,0.0
